LNR,RESPONSE
1754,0.6734570061651992
1770,0.671016502848482
1465,0.6564854273083849
1470,0.0393411805594352
1478,0.6564854273083849
1782,0.6564854273083849
1485,0.6564854273083849
1519,0.6225347176156067
1835,0.04339034639180157
1522,0.05224766161939558
1539,0.6734570061651992
1853,0.6564854273083849
1856,0.030418270246845812
2502,0.6537822507927313
2182,0.6564854273083849
2191,0.569118857353497
2522,0.6229897667378026
2530,0.04187728469531249
2215,0.06040613989913311
2550,0.04187728469531249
2570,0.04139984778041702
2574,0.06451987946546958
2579,0.04478933467203217
2247,0.04478933467203217
2674,0.06451987946546958
11434,0.026242045770846902
11122,0.586061985638561
11127,0.6564854273083849
11443,0.6113039619369137
11170,0.5310020755631171
11191,0.6564854273083849
11198,0.05224766161939558
10936,0.5310020755631171
11244,0.023507764020937988
11247,0.036125105647099295
11252,0.0393411805594352
11259,0.5310020755631171
10945,0.027524685388286223
10951,0.671016502848482
11271,0.036125105647099295
10963,0.04478933467203217
11282,0.05506151980638651
11291,0.04478933467203217
10980,0.6225347176156067
10994,0.024862012049441037
10998,0.5310020755631171
11303,0.036125105647099295
11630,0.6734570061651992
11636,0.06451987946546958
11949,0.06451987946546958
11950,0.7520802425172369
11956,0.6755914113319361
11648,0.5310020755631171
11653,0.6564854273083849
11967,0.6225347176156067
11972,0.586061985638561
11975,0.6755914113319361
12110,0.04478933467203217
12113,0.04478933467203217
11712,0.762951906128554
11716,0.5310020755631171
12000,0.05224766161939558
11722,0.6225347176156067
12023,0.5310020755631171
12046,0.7081045687679646
11762,0.5310020755631171
12071,0.6564854273083849
12077,0.0568144601030593
11785,0.7520802425172369
11788,0.4391736949206604
11790,0.7352805980861362
11800,0.02888001065837818
11806,0.03529502778975773
11816,0.036125105647099295
11505,0.6489607926050138
11837,0.0525650353241723
11531,0.034135104319118245
11848,0.6225347176156067
11854,0.6683699101077172
11877,0.6537822507927313
11563,0.737602844725193
11567,0.0525650353241723
11894,0.6377093862478359
11906,0.569118857353497
11917,0.5310020755631171
11610,0.5310020755631171
11923,0.6863385062478905
12596,0.036125105647099295
12603,0.06451987946546958
12608,0.06451987946546958
12633,0.024862012049441037
12637,0.0384621881856177
21484,0.5310020755631171
21184,0.6564854273083849
21247,0.04478933467203217
20991,0.6564854273083849
21018,0.7081045687679646
21019,0.038105576002826304
21047,0.6564854273083849
21054,0.05224766161939558
21374,0.6734570061651992
21392,0.6564854273083849
21713,0.04232397133407289
22019,0.5523754879231647
22025,0.6564854273083849
21722,0.04478933467203217
21728,0.5523754879231647
22039,0.5310020755631171
22044,0.029099156060345105
61900,0.6734570061651992
62548,0.6734570061651992
63176,0.6564854273083849
64473,0.6564854273083849
64779,0.6225347176156067
64780,0.04478933467203217
64784,0.04339034639180157
65105,0.5310020755631171
65431,0.6564854273083849
65433,0.04478933467203217
66055,0.737602844725193
66071,0.5310020755631171
61280,0.6564854273083849
61281,0.6564854273083849
61284,0.026288289443747784
61597,0.09460603914572908
61606,0.03817663603821427
62235,0.6564854273083849
62240,0.7311273352948792
62241,0.5692225067178671
62555,0.7520802425172369
62557,0.5310020755631171
62565,0.6734570061651992
62566,0.6537822507927313
63515,0.7352805980861362
63524,0.04478933467203217
64797,0.6564854273083849
65116,0.5310020755631171
75249,0.633986908318604
75253,0.6876117845762357
75575,0.5310020755631171
76212,0.7311273352948792
71422,0.04478933467203217
72059,0.030996317891369998
72060,0.586061985638561
72383,0.6564854273083849
72386,0.029445995112356044
72700,0.04478933467203217
72715,0.6755914113319361
73028,0.762951906128554
73346,0.0384621881856177
73658,0.6564854273083849
73662,0.04478933467203217
73666,0.5310020755631171
73668,0.5310020755631171
73985,0.04478933467203217
74299,0.6225347176156067
74310,0.5290628055303335
74312,0.6734570061651992
74619,0.6734570061651992
74620,0.06040613989913311
74627,0.06451987946546958
74938,0.04478933467203217
74952,0.7311273352948792
75911,0.036125105647099295
75913,0.5570550612692321
76221,0.6734570061651992
76227,0.04139984778041702
71448,0.5290628055303335
15887,0.7520802425172369
15498,0.04478933467203217
15504,0.6225347176156067
15507,0.7081045687679646
15521,0.7520802425172369
24403,0.586061985638561
24100,0.5290628055303335
24436,0.039968053571302856
24440,0.06451987946546958
24442,0.5310020755631171
24148,0.0568144601030593
24149,0.6564854273083849
24155,0.586061985638561
24458,0.04339034639180157
24169,0.6489607926050138
24477,0.762951906128554
24479,0.034135104319118245
24486,0.5855644897695975
24190,0.586061985638561
24515,0.6647968719429139
24214,0.6564854273083849
25183,0.5310020755631171
25207,0.6863385062478905
24889,0.586061985638561
24890,0.569118857353497
25226,0.5310020755631171
25232,0.5310020755631171
25244,0.6225347176156067
25339,0.04222340670354728
25355,0.06451987946546958
24958,0.6791481972408907
25277,0.04478933467203217
25286,0.5523754879231647
24988,0.5310020755631171
25298,0.6734570061651992
25309,0.06451987946546958
25315,0.04478933467203217
25014,0.5310020755631171
25322,0.7311273352948792
25333,0.6564854273083849
25025,0.5310020755631171
24726,0.7520802425172369
24735,0.5310020755631171
25055,0.6564854273083849
25056,0.6489607926050138
24746,0.6564854273083849
25061,0.038105576002826304
25067,0.026242045770846902
25074,0.04478933467203217
24773,0.671016502848482
25080,0.5310020755631171
25086,0.6601880565685017
25088,0.6377093862478359
24777,0.0344558897466212
24796,0.04339034639180157
25104,0.06451987946546958
24806,0.6734570061651992
25118,0.04478933467203217
24822,0.5310020755631171
82811,0.06040613989913311
83449,0.737602844725193
83459,0.5310020755631171
83770,0.5310020755631171
84091,0.04478933467203217
84096,0.7352805980861362
84737,0.633986908318604
85048,0.5310020755631171
85049,0.029099156060345105
85051,0.04478933467203217
85369,0.737602844725193
85374,0.10685623588657168
85380,0.6564854273083849
82190,0.633986908318604
82505,0.5310020755631171
82515,0.03812829253213295
82517,0.569118857353497
82821,0.5310020755631171
83140,0.5310020755631171
788,0.06451987946546958
1102,0.6564854273083849
1109,0.737602844725193
821,0.06451987946546958
829,0.6225347176156067
837,0.737602844725193
845,0.5310020755631171
1163,0.036125105647099295
861,0.5310020755631171
899,0.737602844725193
1207,0.6755914113319361
906,0.036125105647099295
1221,0.6734570061651992
1545,0.6229897667378026
1546,0.5238890381797532
1555,0.04478933467203217
1556,0.6564854273083849
1879,0.8158508564477146
1885,0.633986908318604
1593,0.6564854273083849
1902,0.06103787497275889
1611,0.04478933467203217
1921,0.7311273352948792
1927,0.671016502848482
1651,0.6225347176156067
1978,0.029099156060345105
1718,0.633986908318604
1722,0.6564854273083849
1734,0.5452502487575013
41705,0.6564854273083849
41711,0.5310020755631171
41712,0.055567647764456746
42029,0.036125105647099295
42347,0.0568144601030593
42352,0.6564854273083849
42353,0.0568144601030593
42671,0.6229897667378026
42987,0.6734570061651992
43310,0.026242045770846902
43627,0.47945683401657485
43629,0.7520802425172369
43945,0.5310020755631171
43953,0.04478933467203217
43954,0.6564854273083849
43961,0.671016502848482
44280,0.04478933467203217
44917,0.04478933467203217
44924,0.038891483755746775
44927,0.737602844725193
45244,0.6734570061651992
45570,0.5452502487575013
45584,0.671016502848482
41721,0.6876117845762357
41739,0.5310020755631171
42054,0.0384621881856177
42369,0.586061985638561
42689,0.737602844725193
43019,0.5570550612692321
43331,0.06451987946546958
51328,0.5570550612692321
51644,0.6564854273083849
51653,0.6564854273083849
51969,0.029445995112356044
52308,0.737602844725193
52310,0.5452502487575013
52626,0.737602844725193
52638,0.038105576002826304
52940,0.586061985638561
52954,0.6734570061651992
55194,0.5310020755631171
55196,0.04478933467203217
55526,0.5310020755631171
55847,0.6734570061651992
55848,0.5310020755631171
51024,0.5310020755631171
51031,0.06451987946546958
51342,0.027524685388286223
51348,0.04478933467203217
51666,0.04339034639180157
51674,0.6734570061651992
51680,0.027524685388286223
52331,0.4391736949206604
53302,0.5310020755631171
82163,0.6564854273083849
82481,0.036125105647099295
82498,0.04478933467203217
55852,0.5310020755631171
55858,0.6067929625706757
55859,0.762951906128554
51037,0.5310020755631171
51039,0.633986908318604
51683,0.7520802425172369
51685,0.586061985638561
51695,0.055567647764456746
51702,0.06451987946546958
52343,0.6564854273083849
52353,0.5310020755631171
53314,0.5310020755631171
53322,0.5310020755631171
53950,0.06451987946546958
54597,0.6225347176156067
54925,0.04478933467203217
55245,0.04139984778041702
55558,0.5310020755631171
55882,0.044603682771681676
51384,0.0384621881856177
51703,0.0393411805594352
51706,0.024660143906980302
51711,0.586061985638561
52041,0.633986908318604
52047,0.036125105647099295
52369,0.036348300354954365
52689,0.09051996411957176
53331,0.6564854273083849
53341,0.030763337690586947
63455,0.05224766161939558
63780,0.737602844725193
63783,0.5310020755631171
64096,0.6489607926050138
64104,0.036125105647099295
64109,0.586061985638561
64422,0.027524685388286223
65391,0.5310020755631171
65705,0.6489607926050138
65709,0.06254496313922983
61568,0.5310020755631171
62203,0.5855644897695975
62850,0.6647968719429139
62851,0.04339034639180157
63164,0.030763337690586947
63491,0.03585625750946111
63796,0.671016502848482
63799,0.04187728469531249
63802,0.7081045687679646
63812,0.5310020755631171
64127,0.6564854273083849
64449,0.586061985638561
64771,0.05973062744359476
65082,0.5310020755631171
65399,0.6734570061651992
66039,0.5310020755631171
66048,0.6863385062478905
71758,0.633986908318604
72077,0.5310020755631171
72087,0.5310020755631171
72405,0.7081045687679646
72723,0.029099156060345105
72735,0.6564854273083849
73046,0.04478933467203217
73682,0.6876117845762357
73694,0.6683699101077172
73696,0.026242045770846902
74317,0.6564854273083849
74974,0.06451987946546958
75286,0.027524685388286223
75605,0.04478933467203217
75612,0.5310020755631171
75929,0.5310020755631171
76239,0.6564854273083849
71471,0.039968053571302856
71776,0.6683699101077172
71779,0.5310020755631171
72112,0.5452502487575013
72417,0.04478933467203217
72420,0.036125105647099295
72425,0.6734570061651992
73073,0.6564854273083849
73393,0.586061985638561
73714,0.6876117845762357
74337,0.06451987946546958
74347,0.633986908318604
74354,0.586061985638561
74666,0.05224766161939558
74667,0.5310020755631171
74990,0.6863385062478905
75949,0.6564854273083849
75952,0.04478933467203217
71486,0.6012734849504828
71805,0.7520802425172369
71813,0.0610803713239451
72130,0.04478933467203217
72437,0.7181360553694011
82469,0.5310020755631171
82788,0.7520802425172369
82793,0.5310020755631171
83111,0.5310020755631171
83113,0.04478933467203217
83420,0.586061985638561
83425,0.05224766161939558
83428,0.5310020755631171
83433,0.586061985638561
83759,0.7520802425172369
84381,0.6863385062478905
84709,0.5570550612692321
85024,0.7520802425172369
85026,0.038105576002826304
85671,0.04478933467203217
35158,0.036125105647099295
34851,0.6564854273083849
34853,0.737602844725193
34859,0.11710620474884063
35162,0.569118857353497
35165,0.5310020755631171
34865,0.6734570061651992
34877,0.0384621881856177
34898,0.6734570061651992
35203,0.036125105647099295
34902,0.5523754879231647
34907,0.6564854273083849
34930,0.6734570061651992
34939,0.039968053571302856
35249,0.04478933467203217
35561,0.737602844725193
35568,0.5310020755631171
35572,0.6489607926050138
35574,0.5310020755631171
35575,0.6734570061651992
35889,0.5310020755631171
35583,0.04478933467203217
35587,0.737602844725193
35597,0.586061985638561
35900,0.034135104319118245
35602,0.5570550612692321
35606,0.6734570061651992
35922,0.633986908318604
35936,0.737602844725193
41020,0.029445995112356044
41028,0.671016502848482
41344,0.6377093862478359
41666,0.5310020755631171
42319,0.5523754879231647
42634,0.5310020755631171
42944,0.04765922662994546
42952,0.06451987946546958
42954,0.6377093862478359
43274,0.6225347176156067
43582,0.5310020755631171
43590,0.6734570061651992
43594,0.04478933467203217
43909,0.6734570061651992
43917,0.6117248830472272
44561,0.737602844725193
45202,0.6734570061651992
45210,0.036125105647099295
41684,0.5575011636040462
41691,0.0344558897466212
42333,0.027524685388286223
42660,0.6489607926050138
42963,0.5684152900347179
42979,0.4865831405315624
43287,0.04478933467203217
44582,0.5310020755631171
45233,0.8054861543137278
45544,0.586061985638561
45550,0.04478933467203217
40729,0.04478933467203217
41379,0.5310020755631171
41395,0.4833390870220282
4332,0.7520802425172369
4346,0.6564854273083849
4044,0.5290628055303335
5031,0.036125105647099295
5033,0.5523754879231647
5057,0.8855870548116779
4737,0.04478933467203217
5067,0.737602844725193
4757,0.0568144601030593
4758,0.5310020755631171
4762,0.6377093862478359
4780,0.5310020755631171
5183,0.04478933467203217
5191,0.026079005877491016
5198,0.5310020755631171
4802,0.04478933467203217
5126,0.5310020755631171
5132,0.6734570061651992
4830,0.03812829253213295
5154,0.6734570061651992
4854,0.5310020755631171
4861,0.6564854273083849
5180,0.06040613989913311
4574,0.6564854273083849
4896,0.6225347176156067
4592,0.7520802425172369
4599,0.6564854273083849
4914,0.671016502848482
4604,0.6734570061651992
4932,0.04478933467203217
4623,0.649513653885174
4633,0.04478933467203217
4636,0.6564854273083849
4944,0.038891483755746775
4949,0.5310020755631171
4644,0.5310020755631171
4977,0.737602844725193
4674,0.5310020755631171
4986,0.7712492027495663
4683,0.0384621881856177
4686,0.036125105647099295
4691,0.04187728469531249
4700,0.586061985638561
5018,0.7413661073359474
5341,0.04232397133407289
5646,0.6564854273083849
5647,0.5310020755631171
5649,0.6564854273083849
5661,0.6564854273083849
5671,0.04478933467203217
5677,0.5684152900347179
5375,0.586061985638561
5396,0.5310020755631171
5410,0.6734570061651992
5411,0.04339034639180157
5714,0.06451987946546958
5427,0.04139984778041702
5436,0.0393411805594352
5725,0.633986908318604
5733,0.029099156060345105
5454,0.6862451714375488
10241,0.6153418737174591
